USGS 1/3 Arc Second n40w080 20230816,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],64defb56d34e5f6cd553ac44,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64defb56d34e5f6cd553ac44,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/WV_FEMAR3_Southcentral_2018_D19/WV_FEMAR3_Southcentral_B4_2018,2023-08-16,2023-08-17T23:02:47.088-06:00,2023-08-17T23:02:14.686-06:00,466522305,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w080/USGS_13_n40w080_20230816.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w080/USGS_13_n40w080_20230816.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010. Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2023-08-18
USGS 1/3 Arc Second n40w081 20230911,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],64fff09dd34ed30c2057bc68,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64fff09dd34ed30c2057bc68,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_8_2020,2023-09-11,2023-09-11T23:01:52.708-06:00,2023-09-11T23:01:17.785-06:00,495764019,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w081/USGS_13_n40w081_20230911.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w081/USGS_13_n40w081_20230911.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010. Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2023-09-12
USGS 1/3 Arc Second n40w082 20230911,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],64fff09cd34ed30c2057bc66,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64fff09cd34ed30c2057bc66,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_8_2020,2023-09-11,2023-09-11T23:01:50.831-06:00,2023-09-11T23:01:16.760-06:00,497301832,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w082/USGS_13_n40w082_20230911.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n40w082/USGS_13_n40w082_20230911.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010. Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2023-09-12
USGS 1/3 Arc Second n41w079 20220429,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],6270b746d34e76103cd3fea5,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/6270b746d34e76103cd3fea5,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/PA_Northcentral_2019_B19/PA_Northcentral_B5_2019,2022-04-29,2022-05-02T23:02:00.069-06:00,2022-05-02T23:01:58.781-06:00,465164969,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w079/USGS_13_n41w079_20220429.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w079/USGS_13_n41w079_20220429.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution.  3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer.  Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada.  3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010.  Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2022-05-03
USGS 1/3 Arc Second n41w080 20210630,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],60ddf4dad34e3a6dca289d9a,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/60ddf4dad34e3a6dca289d9a,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_4_2019,2021-11-16,2021-11-30T23:30:31.856-07:00,2021-07-01T11:01:14.483-06:00,475796456,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w080/USGS_13_n41w080_20210630.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w080/USGS_13_n41w080_20210630.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution.  3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer.  Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada.  3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010.  Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2021-12-01
USGS 1/3 Arc Second n41w081 20230911,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],64fff09ad34ed30c2057bc62,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64fff09ad34ed30c2057bc62,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_8_2020,2023-09-11,2023-09-11T23:01:45.404-06:00,2023-09-11T23:01:14.703-06:00,478936730,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w081/USGS_13_n41w081_20230911.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w081/USGS_13_n41w081_20230911.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010. Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2023-09-12
USGS 1/3 Arc Second n41w082 20230911,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as [...],64fff098d34ed30c2057bc60,ScienceBase,,gda,https://www.sciencebase.gov/catalog/item/64fff098d34ed30c2057bc60,https://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_8_2020,2023-09-11,2023-09-11T23:01:45.429-06:00,2023-09-11T23:01:12.715-06:00,468696084,1 x 1 degree,GeoTIFF,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w082/USGS_13_n41w082_20230911.tif,,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/13/TIFF/historical/n41w082/USGS_13_n41w082_20230911.jpg,,,,,,This tile of the 3D Elevation Program (3DEP) seamless products is 1/3 Arc Second resolution. 3DEP data serve as the elevation layer of The National Map and provide basic elevation information for Earth science studies and mapping applications in the United States. Scientists and resource managers use 3DEP data for global change research hydrologic modeling resource monitoring mapping and visualization and many other applications. 3DEP data compose an elevation dataset that consists of seamless layers and a high resolution layer. Each of these layers consists of the best available raster elevation data of the conterminous United States Alaska Hawaii territorial islands Mexico and Canada. 3DEP data are updated continually as new data become available. Seamless 3DEP data are derived from diverse source data that are processed to a common coordinate system and unit of vertical measure. These data are distributed in geographic coordinates in units of decimal degrees and in conformance with the North American Datum of 1983 (NAD 83). All elevation values are in meters and over the conterminous United States are referenced to the North American Vertical Datum of 1988 (NAVD 88). The vertical reference will vary in other areas. Seamless 3DEP data are available nationally (except for Alaska) at resolutions of 1 arc-second (approximately 30 meters) and 1/3 arc-second (approximately 10 meters). In most of Alaska only lower resolution source data are available. As a result most seamless 3DEP data for Alaska are at 2 arc-second (approximately 60 meters) grid spacing. Part of Alaska is available at the 1 and 1/3 arc-second resolutions from interferometric synthetic aperture radar (ifsar) collections starting in 2010. Plans are in place for collection of statewide ifsar in Alaska. All 3DEP products are public domain.,processingUrl,2023-09-12
